event_type,city,guest_count,total_budget,venue,catering,decoration,photography,entertainment,accommodation,transportation
party,Pune,131,63233,12584.007258409943,20734.02101946334,11063.875067373076,3116.156073283867,15734.940581469777,,
birthday,Ahmedabad,168,370304,100246.80412603404,107232.63771614028,42837.176860144595,37623.15168038686,82364.22961729424,,
birthday,Ahmedabad,47,242485,61681.24457004103,74654.86458576922,37662.8164916608,16837.482377820503,51648.59197470843,,
birthday,Hyderabad,32,494473,94262.27391064171,150800.63747243898,76087.93993595838,69871.22891833898,103450.91976262203,,
corporate,Hyderabad,287,750242,244161.50772757723,233365.4339766477,,,100001.80880093933,105832.24215704454,66881.0073377911
anniversary,Ahmedabad,109,235639,75089.00014429043,55906.84431726079,42337.42637609444,31532.487496398535,30773.24166595581,,
party,Chennai,63,155982,36694.24441552336,41984.25730065598,31923.893223172505,10852.37912471321,34527.225935934934,,
corporate,Delhi,201,470146,191963.28945781707,163784.87576619515,,,53082.48854117451,35826.332518339754,25489.013716473502
conference,Hyderabad,786,4972089,1749331.1712181668,1293073.407629609,,,849723.723494515,855825.7594962136,224134.9381614953
wedding,Pune,998,4961213,1411542.4164941297,1206846.7166490015,556197.7205530298,909347.13323899,613330.1223453254,,263948.8907195245
party,Chennai,139,143326,39762.93474544318,44936.271839345514,17102.164221679563,8373.47399144578,33151.15520208597,,
wedding,Delhi,463,1392015,395887.64054783934,325558.6563302112,222982.94293601764,236522.94842374063,130608.04990407155,,80454.76185811983
birthday,Ahmedabad,157,499777,121518.08224657435,131128.43475132165,94057.16813999241,31567.95640796741,121505.35845414421,,
conference,Chennai,155,1416004,504479.38170083665,363045.0438979259,,,172216.4964107271,266229.3488005605,110033.72918994985
anniversary,Delhi,40,212669,70305.87305485543,48765.715427143754,38778.67177179619,36354.61440063079,18464.125345573833,,
conference,Chennai,831,2135765,899630.7773179425,453404.47453856026,,,395226.3724967017,287178.03915903496,100325.3364877604
anniversary,Bangalore,30,601323,184721.9040426412,139045.70222186926,132016.90128762554,78240.66687669868,67297.82557116529,,
party,Mumbai,108,70884,19379.617495239814,20455.911794919077,9361.478928141214,5535.668653359677,16151.32312834022,,
wedding,Pune,752,822137,221450.91685645474,211341.3228099417,157725.36872742427,126986.1077216152,61794.28599289147,,42838.99789167275
conference,Kolkata,894,1208092,546917.4430019557,290704.14077023347,,,153829.8935737607,129879.95438061302,86760.56827343712
corporate,Bangalore,467,1583640,520124.72589820065,510337.9979860953,,,241439.80004756918,198333.283099497,113404.19296863837
corporate,Hyderabad,63,1778232,677348.1419544299,479883.11648149265,,,218299.33799340183,224364.78169441756,178336.62187625823
anniversary,Delhi,64,713712,194839.6570190729,174090.53890556772,129899.72200374295,125151.7846367354,89730.29743488092,,
conference,Chennai,426,2265520,914314.3191198386,512718.66266390035,,,329877.86702916416,344066.0807103252,164543.07047677142
party,Chennai,97,220863,58513.560513170414,57891.58300671059,26466.977874928816,11444.845956203217,66546.03264898696,,
conference,Mumbai,870,2217534,793834.4177680063,532380.1300645078,,,368365.92140404455,416580.78363212553,106372.74713131593
anniversary,Delhi,86,789129,243821.74645657864,183050.06319821242,158844.83889540218,91294.4306771429,112117.92077266391,,
anniversary,Mumbai,74,137034,45775.198809888396,29106.30281842209,35413.193823379406,17932.092435402494,8807.212112907615,,
conference,Kolkata,387,2550053,1012578.4092390145,579036.8837675069,,,398329.3365107601,328034.97678334475,232073.39369937408
party,Ahmedabad,152,122055,28931.708213452286,37625.47602415442,19179.567018901867,5652.036977539458,30666.211765951954,,
wedding,Bangalore,515,942244,269019.54393975786,237998.53026981335,118786.94481939384,165152.97759030267,108868.52609240045,,42417.47728833186
birthday,Mumbai,156,104786,25957.509897802916,31500.67231293626,11170.405179759513,14342.32300389644,21815.08960560485,,
corporate,Delhi,224,1920444,641339.9753916145,562021.6179114594,,,359492.97021592775,118240.80564934596,239348.63083165247
wedding,Mumbai,593,1115416,347959.4658168312,252600.78717797552,199858.2711252889,122267.63635763511,132593.82696709497,,60136.01255517417
birthday,Delhi,104,162138,43589.706147736375,53426.30075502936,18934.970848284865,21040.451447842785,25146.570801106594,,
anniversary,Bangalore,111,932297,276970.99017107,221456.67642541887,225209.3182019506,151253.87692964924,57406.13827191135,,
corporate,Ahmedabad,490,2606661,1026225.8575018126,760430.7054666345,,,281868.1853690794,243236.46268367543,294899.7889787984
party,Mumbai,88,295209,74861.0092096124,90530.93006102758,33423.18282128183,15152.59498841357,81241.28291966462,,
anniversary,Hyderabad,72,509740,160420.9349192201,107944.69823609534,83765.4677250501,88192.61645275367,69416.28266688081,,
anniversary,Hyderabad,122,194837,62874.599282146475,45999.27324211422,35791.57296685294,26787.14547093192,23384.409037954414,,
anniversary,Hyderabad,66,330780,104926.73399463572,80767.37171857548,71320.4546549744,50480.18850511777,23285.25112669665,,
conference,Ahmedabad,410,2197818,899042.626572812,528823.1584982451,,,312034.4958177652,334892.6431617919,123025.07594938607
corporate,Chennai,405,1093877,375330.87776038813,297088.2822114716,,,188757.6530676043,154539.9124723361,78160.2744882
anniversary,Pune,81,756051,222184.73739426341,167679.78717917393,127304.87156487949,130225.90913147212,108655.69473021117,,
wedding,Hyderabad,487,3335743,973907.1474510552,764481.7067102939,573802.8404743928,619117.0023876589,217546.38707226462,,186887.91590433466
anniversary,Mumbai,38,744905,178653.91849636505,200998.72660049985,166619.80118752737,120650.72336419453,77981.83035141301,,
wedding,Chennai,514,4224476,1212938.0056421899,1073027.1458598797,613630.9993875131,704162.8343531853,403300.93596410187,,217416.07879313055
wedding,Ahmedabad,115,4645295,1142512.960677086,1241011.4979021766,771086.9496324112,714338.0583516835,446677.3568252619,,329668.176611381
corporate,Kolkata,445,290417,88945.43016514818,99178.79329166462,,,58278.91147031202,20781.81046050465,23232.054612370524
corporate,Kolkata,155,615105,232033.3163853905,156237.6024033606,,,67586.31537149547,70460.5709258395,88787.1949139138
conference,Delhi,294,975147,383067.60039299406,237944.17774049993,,,147041.12512247375,154322.0830040147,52772.01374001747
party,Hyderabad,57,238069,65610.37713443695,64607.73259809817,29227.760341651625,14819.195602507496,63803.93432330577,,
wedding,Pune,819,648725,182411.90437870665,142710.82288753265,74881.95103787232,114422.6957812744,100671.25355265864,,33626.37236195538
wedding,Mumbai,957,2618219,773087.4572078051,640199.3553066943,316117.76832888497,387082.06221276044,347956.47565747343,,153775.88128638125
anniversary,Hyderabad,147,472119,127342.3133973761,121325.39973822232,112283.61374550514,47841.82897638843,63325.844142508024,,
anniversary,Hyderabad,132,954140,314531.7704132489,216943.25306269524,166673.45216366352,167830.3135881712,88161.21077222131,,
corporate,Hyderabad,85,1475029,507414.52833676914,410212.68959919957,,,226889.2900544097,140534.57914178533,189977.91286783633
wedding,Chennai,393,3129137,963246.0229326971,689443.6842085293,419600.4422595582,438226.8440237391,400287.17987616727,,218332.8266993089
party,Kolkata,169,84782,19922.697437755698,27138.20852255768,11513.007027526883,4287.160893333067,21920.926118826676,,
anniversary,Bangalore,73,893070,276759.01141835435,184820.16490298492,167123.3633569581,151914.82624206875,112452.634079634,,
birthday,Bangalore,50,411716,101382.01648800765,133316.0962858532,47667.760469465284,57408.981431841916,71941.14532483193,,
conference,Delhi,300,2004900,745203.5559290625,517060.6602820163,,,254469.52935207615,306359.3466874422,181806.90774940277
birthday,Bangalore,148,80791,19645.645136358806,22036.527065918173,16865.605364789328,8012.1714414243215,14231.05099150936,,
conference,Pune,627,2955257,1239590.9289633983,712147.7780400435,,,499764.58091983787,365885.6294823125,137868.08259440734
wedding,Mumbai,951,3215548,1080532.847939325,786153.8537827089,554290.2339667226,384788.4308085436,213351.92835717695,,196430.70514552284
anniversary,Hyderabad,49,838924,248677.7828431919,219585.8108125249,152866.03080740065,132250.87462981552,85543.50090706708,,
conference,Chennai,540,1784283,662376.7601605372,427583.8434456585,,,283028.58580456703,323782.97470997,87510.8358792672
anniversary,Ahmedabad,119,533961,149749.2544787433,142310.52481308763,119749.33957009533,88502.96271727941,33648.91842079428,,
birthday,Ahmedabad,198,113014,28310.53448010392,33333.63298730263,17932.58128608359,14453.896406652424,18983.354839857428,,
party,Mumbai,48,144634,37907.318417269395,38795.35963329141,22745.1191664288,12656.894843188607,32529.307939821792,,
birthday,Hyderabad,139,396030,75034.94736471932,123250.02999598539,61500.74568927056,45949.18272739307,90295.09422263165,,
anniversary,Delhi,146,832722,219486.60144593203,197946.95495435284,175613.66190210075,143091.24393276652,96583.53776484786,,
party,Bangalore,147,289731,72229.18269359753,94285.09595360424,35927.13370795955,13741.609130582463,73547.97851425622,,
wedding,Kolkata,890,4590284,1290200.6323920572,1181118.307622146,831341.852356072,616088.3490385936,442612.1082039096,,228922.7503872213
party,Pune,59,86386,21518.427107445197,22439.96840792828,16711.981859693187,7513.360711436999,18202.26191349634,,
party,Ahmedabad,131,163880,38593.034763463744,51080.02496964859,26645.588481820112,8083.074693627187,39478.27709144038,,
wedding,Mumbai,377,601894,180225.09145735437,150290.8200788182,86337.07379513541,80732.56565532512,70114.75182443713,,34193.69718892993
birthday,Hyderabad,181,318011,71120.8536582753,108874.10786068495,42395.60454842652,18912.323557688876,76708.11037492432,,
corporate,Bangalore,302,1346375,444778.92610977706,382072.96005483053,,,209109.9997393821,149355.3992739585,161057.71482205167
wedding,Mumbai,607,1406395,439311.21798817505,332639.72425538325,178329.95504274106,243131.33161810366,144895.48956937264,,68087.28152622422
party,Mumbai,68,74495,18231.24550452624,19675.763515557817,13050.84916117896,6671.73669972213,16865.40511901485,,
anniversary,Mumbai,82,475897,128132.64249721296,127338.42104615115,86672.16832260741,94499.80298857029,39253.96514545824,,
party,Pune,181,57211,12969.80686300717,16263.507365880572,10438.386110862995,3624.7105858510085,13914.589074398253,,
wedding,Mumbai,729,3802923,1229987.130322052,923831.0614118419,399579.92364919675,739221.5110832257,286670.8690108509,,223632.50452283284
conference,Kolkata,791,4805665,2002577.1696780683,1202678.7194881688,,,640472.9349590158,675810.9556385016,284125.2202362452
party,Chennai,190,141321,41425.10411993611,39401.82804723046,17523.53519303696,7305.054922674174,35665.47771712232,,
corporate,Chennai,221,1921793,787085.2255986643,593230.4890830513,,,289080.8286385114,149481.77136054763,102914.68531922525
party,Kolkata,148,256235,60876.433100382965,61924.93868700249,44824.677335260654,19349.654226075087,69259.29665127877,,
conference,Ahmedabad,350,1402473,624844.0916770698,311948.8582098521,,,216228.61385731178,174467.54139425323,74983.89486151325
anniversary,Chennai,35,566978,150812.56028274566,149228.85868579397,128194.75841588764,98459.31263097168,40282.50998460105,,
corporate,Hyderabad,134,2339826,722732.4227818755,729296.4806827586,,,363168.3093394787,167639.06255249807,356989.7246433893
party,Chennai,100,115524,26887.62578493895,32604.21368060503,19752.593985775664,8273.51746959947,28006.049079080876,,
wedding,Mumbai,307,3327754,1234012.521730771,847967.7817096559,431952.08335565816,397725.0526974019,231483.83452472254,,184612.72598179083
party,Bangalore,52,249544,69297.5748476684,73813.30032737991,26484.782450770348,11590.140695487378,68358.20167869393,,
party,Hyderabad,88,208353,42928.815497106625,67909.31207257138,30218.47718007084,10709.7805730679,56586.61467718326,,
anniversary,Hyderabad,97,815232,216937.41847004317,170045.8495516744,199080.3934978335,129604.14991212702,99564.18856832189,,
party,Chennai,54,249948,54167.150451424284,82335.31795252117,41931.778016566204,13205.220370632453,58308.53320885586,,
anniversary,Kolkata,143,270956,79716.61143826356,67475.5608165396,59735.10799763672,33768.207311361155,30260.51243619896,,
party,Pune,80,130428,36189.57277228263,41111.301750268816,15782.24344001624,10705.80049628699,26639.081541145337,,
anniversary,Hyderabad,88,601691,180005.91831850522,158055.3982295325,98270.42483635627,74031.5780410853,91327.68057452061,,
birthday,Mumbai,187,279502,70509.54139762153,80307.52578849629,55236.127414734394,17573.995555010548,55874.809844137286,,
birthday,Hyderabad,65,321020,68866.09050819655,110611.99827620109,49106.76752236714,21490.11255006659,70945.03114316866,,
wedding,Bangalore,762,4200357,1093918.8758309472,1065837.345077965,620180.0110787287,663777.6190613449,561497.7210867617,,195145.42786425308
wedding,Chennai,714,4952664,1575074.4603679352,1325832.8911224464,898717.0585125022,624210.4311275576,270913.8126987466,,257915.34617081203
corporate,Ahmedabad,396,1988243,614317.519713417,601845.4206110538,,,295255.36895562883,232646.37222611168,244178.31849378857
conference,Chennai,759,2087542,801755.1488595689,515648.42804191285,,,340902.1301298354,322657.7016757593,106578.5912929234
corporate,Bangalore,380,824773,269092.92336810235,264914.57232775626,,,83861.24740085128,118056.80801181222,88847.44889147789
conference,Delhi,763,2024960,774448.5749910538,595359.7517008816,,,298653.7226761463,246831.60470143682,109666.34593048153
wedding,Hyderabad,528,1126840,338934.3667656726,240143.7242244163,148960.02991794347,179748.1096095966,127555.73153838851,,91498.03794398256
wedding,Ahmedabad,598,4046293,1209432.9736510292,1021451.9040639404,518389.3491850519,511125.34511363955,566454.8472192829,,219438.58076705673
wedding,Chennai,745,1786188,543091.6483710561,363398.3923184135,206947.54912315522,321943.7086624347,214988.5066207135,,135818.1949042269
wedding,Hyderabad,699,4162097,1167111.9704229983,1131520.2179671652,663724.8716246774,407987.2420741679,470366.42885882215,,321386.2690521684
anniversary,Bangalore,44,608175,157828.13210568708,171648.88884183503,116478.71894085423,93050.69495298485,69168.56515863878,,
corporate,Chennai,309,628556,240796.89070951488,193998.92848515202,,,77548.85850736244,33087.906481361984,83123.41581660858
party,Ahmedabad,146,251224,55008.64696832235,93559.88546747666,33249.811256622204,13745.77396497373,55659.882342605,,
conference,Mumbai,172,1478935,619523.876910558,336316.3918463012,,,205152.6845842873,175922.7781806172,142019.26847823628
conference,Kolkata,278,3296749,1519261.7912125238,745162.1639805267,,,398974.38633687515,460167.5801770405,173183.07829303373
conference,Mumbai,112,2071480,801431.4410746073,536986.8059725753,,,352162.6927883765,278888.6332925126,102010.42687192834
birthday,Pune,88,196259,46661.70656897304,60731.98635356171,25055.80951518516,26827.51342994735,36981.98413233271,,
wedding,Hyderabad,316,1084718,305337.2999352136,299007.5439692615,179253.12422752765,123612.98719359553,123440.754579416,,54066.29009498575
wedding,Bangalore,210,4384175,1238834.2148613962,1258967.4855752734,716226.0542937503,484539.3326921311,441225.0918919296,,244382.82068551893
conference,Chennai,254,1451302,596745.927885659,316637.99458549405,,,266242.17233118456,152840.24739971585,118835.65779794639
party,Bangalore,110,51462,14536.16290228889,14873.36845695267,7112.167641292131,2722.7836119535446,12217.517387512764,,
birthday,Pune,97,104460,25824.91069550928,27291.20164136372,13048.877707372953,15244.961234630764,23050.048721123276,,
birthday,Hyderabad,78,102335,27021.27746374611,33607.97665040735,10429.376424949984,11054.691267611142,20221.67819328541,,
birthday,Delhi,123,242898,70737.49282896733,85574.05871991983,26916.706292762483,17180.129964400225,42489.612193950095,,
birthday,Delhi,136,88185,23479.03011077892,25846.003332409295,11649.113987906134,8703.83081532614,18507.021753579516,,
conference,Ahmedabad,471,4143394,1680393.8623469393,910420.4033354119,,,556657.6734831363,646419.9162548999,349502.1445796122
wedding,Hyderabad,727,3773751,976694.4088338639,900127.0478651236,391485.45346101007,705207.0257716691,546337.9965852469,,253899.06748308637
anniversary,Kolkata,108,320935,86848.32085443322,92954.59090983655,56816.57800667755,56097.247641636044,28218.26258741664,,
party,Hyderabad,42,79424,23478.126097458706,22636.743338969885,10604.535623986454,4106.956395858066,18597.638543726895,,
party,Kolkata,188,186668,44021.41579967242,60493.45650835702,28977.55806100044,10373.170989097845,42802.3986418723,,
conference,Pune,667,647032,245501.67385752368,150343.41064033148,,,85937.00096032195,110725.22741104521,54524.68713077774
corporate,Mumbai,476,305072,107642.01963101634,85809.31672128498,,,54540.070747670354,25551.68004716384,31528.912852864465
party,Bangalore,98,79670,19549.77352203364,21643.8740538967,13590.00999480129,4325.930499168951,20560.41193009942,,
corporate,Bangalore,412,1175112,447119.0777237499,381893.1522640507,,,198981.30004717648,70849.62480193636,76268.8451630864
party,Bangalore,100,179553,52635.64363027434,52666.696207389235,27180.26262204765,8985.847542204829,38084.54999808395,,
birthday,Delhi,47,322544,73978.23033034944,107578.14523189806,36683.840049643775,24255.616313433227,80048.16807467547,,
corporate,Mumbai,105,597783,214879.08680199148,153017.8287901398,,,86090.17133043939,70339.49474153593,73456.41833589345
conference,Mumbai,178,2643184,1128188.0762331171,705341.4474960852,,,272391.0669657625,405255.49577864597,132007.91352638908
corporate,Mumbai,242,837509,311487.28231087717,232314.3409077837,,,149305.61077293195,82923.84137995783,61477.92462844934
wedding,Delhi,534,4439625,1157508.1295771196,891028.6683047496,471787.32580481796,840638.2325835157,658639.6787358855,,420022.96499391156
wedding,Ahmedabad,530,2541215,778725.7385753883,704254.3990141178,354983.1924216142,307852.36660659383,250380.894584451,,145018.40879783465
birthday,Hyderabad,176,68557,17600.52562006973,19527.0436495627,8611.346624017564,7772.770699053774,15045.31340729623,,
corporate,Bangalore,447,954981,320841.2049384106,292049.2350731185,,,167301.87257851142,68430.18792407041,106358.49948588887
wedding,Hyderabad,996,3401884,1075455.0911481306,823977.7487605915,633194.3139155884,349021.06965626276,241873.73806471852,,278362.0384547081
anniversary,Delhi,83,886492,209424.9952745892,209304.30510215997,189110.5175266113,161224.6923270856,117427.48976955394,,
wedding,Delhi,792,1896102,562319.0116573776,462300.760991622,281407.6293367312,278122.2517031095,210967.82949532318,,100984.51681583645
birthday,Mumbai,197,419673,92383.52166159308,120096.34301210081,69557.07206779526,45807.08543871483,91828.97781979604,,
party,Kolkata,87,257348,60236.81216062605,83031.1986674415,30005.5241206697,14428.348728623056,69646.11632263972,,
anniversary,Delhi,126,238009,65767.13671720155,56353.59547596585,48934.66280842891,50371.54976345246,16582.055234951247,,
corporate,Bangalore,136,1613967,557923.163588974,458906.2288772425,,,227802.24361148776,173925.78973412368,195409.57418817194
conference,Mumbai,780,2922952,1148926.0778749771,750962.7083759154,,,422736.98221388325,470288.00014206633,130038.23139315739
wedding,Chennai,617,4278271,1247117.8705500949,938193.5640910307,792291.3400625663,697133.0731804125,385198.9634413408,,218336.1886745549
corporate,Delhi,219,967166,317166.29494771746,305470.6387627108,,,141170.66424732504,112055.73891116607,91302.66313108063
anniversary,Bangalore,139,292319,89061.7170614606,74110.94724933991,56297.72642102503,45479.21330243357,27369.395965740896,,
wedding,Kolkata,889,1604315,409098.7877414824,409656.85088334867,274392.2482302642,294808.0025281648,136838.3599200762,,79520.75069666351
wedding,Chennai,523,2941559,818492.3139068335,769183.0553385405,559031.4239970978,372380.1547341694,271294.5391938253,,151177.51282953308
wedding,Hyderabad,372,1695344,429513.54187215085,478591.78382215765,281033.83490490494,194577.17753271386,168900.69474355018,,142726.96712452266
corporate,Chennai,323,2937040,1071482.1210684194,804993.9360796808,,,459576.13342232746,399481.2804983747,201506.52893119762
conference,Kolkata,503,4324977,1852909.927787111,1170325.9491283277,,,478534.0317039485,596308.7418917384,226898.3494888742
anniversary,Chennai,48,389014,104271.85980041121,100252.51071853403,88323.68576162834,50854.10745969129,45311.83625973513,,
conference,Delhi,909,875233,361248.91428182257,204905.16136453717,,,127516.59913333274,116941.17391612273,64621.15130418477
wedding,Kolkata,454,4391865,1422473.9451888108,1139068.6056547752,546509.6486425032,653493.5640272683,426279.00154591334,,204040.23494072817
party,Pune,78,190416,42486.134713574706,53895.92234338593,33303.31006852301,10516.249043137856,50214.38383137853,,
party,Ahmedabad,109,87011,24149.627532240076,24670.619079761094,14484.438398163978,4536.497847654577,19169.817142180265,,
wedding,Chennai,535,3321058,949060.6220959737,750072.7830011118,565299.9828506347,505047.42307145183,250361.1751040431,,301216.0138767849
wedding,Chennai,993,1443831,483823.63092951116,348649.6745065969,164345.10724810688,198010.11257192935,88542.0408352038,,160460.43390865222
conference,Kolkata,353,4693616,1600146.0209509807,1204240.148571045,,,816688.7063894166,852642.2666061904,219898.85748236763
corporate,Ahmedabad,321,1584525,527683.6037672363,547983.3768694662,,,241673.5880931879,108172.98199946714,159011.44927064262
corporate,Hyderabad,172,1531379,566425.650654447,442877.8494341518,,,186775.06595255792,169877.43913861504,165422.9948202282
anniversary,Delhi,136,475348,126348.1789158107,115192.57648927339,106601.94197744016,62293.467261467355,64911.8353560084,,
conference,Kolkata,108,1322564,602003.035642814,319755.3639693129,,,176400.88240350786,151616.81421355103,72787.90377081429
birthday,Pune,125,156311,37204.41921859353,40949.638690977,23983.974233243247,19951.22357372174,34221.74428346448,,
anniversary,Kolkata,63,594829,164420.09937498564,175579.1509778898,104423.38348814432,83907.93515198055,66498.43100699967,,
anniversary,Kolkata,42,225865,68835.14216782694,58197.94575375096,51471.52644273611,33966.30711321172,13394.078522474281,,
anniversary,Bangalore,127,894953,273779.82731480454,237524.6376116021,202720.6456487872,104538.92030484333,76388.96911996271,,
corporate,Ahmedabad,188,1657913,509316.36684309994,524198.1346613646,,,294437.7352995454,206953.46501093768,123007.29818505235
corporate,Hyderabad,289,648013,221604.82434834662,178997.32380706238,,,100444.06479506113,92366.6517503437,54600.13529918614
wedding,Bangalore,521,873145,279896.32652516186,240138.0483615532,155384.55244399773,110400.74440850609,45379.66555436034,,41945.66270642096
birthday,Mumbai,70,190183,39953.79813999054,66528.15758844475,30925.85482665139,14112.551933878043,38662.63751103527,,
wedding,Delhi,831,3408087,920219.3431860154,1001894.2597901813,421932.4855572967,437772.871702035,354828.1111600703,,271439.9286044011
corporate,Mumbai,380,2059608,764091.8254175885,584827.7253818158,,,287134.4463028172,245649.13775359385,177904.86514418444
wedding,Chennai,629,4323873,1127684.5539418943,1037792.312023268,806900.057923221,701056.7082587675,366937.1812994612,,283502.1865533879
party,Ahmedabad,154,187799,49784.28821328562,47136.13473498862,34398.5772525035,14989.037127602794,41490.96267161947,,
corporate,Hyderabad,480,311776,101139.5895977736,92906.07310754134,,,56909.30295364405,24327.07771836381,36493.95662267715
corporate,Kolkata,359,2605626,975141.9712511866,798520.652252754,,,436581.8217393961,206706.59643878596,188674.95831787735
conference,Mumbai,896,4720242,1756784.1191457023,1187760.536645926,,,520552.3871277782,827209.4459114368,427935.51116915717
anniversary,Hyderabad,106,581873,189646.77037633536,152077.6804657057,85242.32594595978,78670.28492759644,76235.93828440271,,
anniversary,Ahmedabad,69,353078,115329.26262270617,99549.94594706023,58997.05736884957,54618.15599953089,24583.578061853143,,
anniversary,Chennai,82,383816,105871.39849478849,106952.42722709174,74296.88507396675,62771.92302428546,33923.36617986754,,
birthday,Kolkata,104,414271,91724.77514709087,104713.7928098535,75150.4976373854,57806.74958980561,84875.18481586457,,
conference,Ahmedabad,336,2979340,1124311.2815667733,811908.611446968,,,343896.6444285876,556646.7522881648,142576.7102695065
anniversary,Ahmedabad,135,156116,40502.71756230883,39086.70995194058,37022.44076895366,30127.98081505688,9376.150901740042,,
anniversary,Chennai,145,717397,196603.98152930703,192627.82434873946,111216.79377789736,131755.48900837963,85192.91133567643,,
corporate,Chennai,127,2617209,853914.3028344325,806913.834677394,,,448692.5709259848,310645.2538902614,197043.0376719277
conference,Ahmedabad,498,1637317,612848.052089115,410518.9086799389,,,220590.80545678444,224326.7401964632,169032.4935776983
corporate,Ahmedabad,264,436824,145147.28725864182,141908.35321180668,,,61654.082647276795,29253.684570063684,58860.592312210996
birthday,Pune,140,143246,33225.97989052081,46508.994897700286,22970.478810496854,13491.575737324943,27048.970663957087,,
anniversary,Mumbai,145,565483,172154.60050710614,152133.70026977384,102558.77379702225,83300.1669182801,55335.758507817634,,
birthday,Ahmedabad,193,287474,81148.5926717398,74604.57150373083,46836.04675293576,25864.71319152899,59020.075880064636,,
wedding,Delhi,935,2970856,949262.3361610445,634187.9095351329,524872.016628904,534469.2333080651,170098.29327718847,,157966.2110896651
birthday,Delhi,196,152326,37909.39814278562,42998.95594992994,26010.375999015396,13349.854576682172,32057.415331586857,,
party,Hyderabad,142,184563,40280.49105543283,65025.04087246501,20665.061205601145,10629.145451969187,47963.26141453181,,
anniversary,Kolkata,87,689214,219955.54796892297,169121.84064675702,102795.3702395329,130384.16597770578,66957.07516708136,,
wedding,Mumbai,502,2372204,722881.232126674,565097.8108182901,334485.0639863674,290984.88537607976,329894.72267202206,,128860.28502056659
wedding,Hyderabad,606,3498851,1111685.3055890594,757199.3115662349,479984.0618887193,642504.9161974783,219486.37999156816,,287991.0247669404
corporate,Mumbai,493,1584410,561884.9487664358,458159.81426836643,,,170531.0484345367,172238.91578006436,221595.2727505967
party,Chennai,38,267136,60056.107404198934,73914.96218692003,41495.574087725676,27455.042485950664,64214.31383520469,,
birthday,Kolkata,69,453602,89990.59797781616,146002.23393195783,64133.93342976761,46350.89451189371,107124.3401485647,,
corporate,Hyderabad,144,2505289,872747.5138963112,761956.1503550615,,,299897.8888607125,320348.34788220655,250339.09900570803
party,Kolkata,177,184515,46203.58760078218,61496.58210631215,26703.97511263386,9069.112697946988,41041.74248232481,,
wedding,Chennai,964,3384991,1264050.0054546464,742421.8063263102,391113.5546952643,570298.3373165509,236466.4253921675,,180640.8708150609
party,Chennai,138,64390,17686.073496158882,18318.067091819245,8584.61066132944,3081.5396386159746,16719.70911207646,,
wedding,Kolkata,608,1893488,596448.3558124177,531174.3435235715,209244.8728423277,196611.7951383239,263166.1141986458,,96842.51848471347
wedding,Delhi,674,4522529,1314051.8327107527,1132857.2462953178,769544.3544283819,499988.2131237822,600015.7789890788,,206071.57445268595
anniversary,Ahmedabad,131,283683,84157.96705527381,65865.5630484186,75060.73183692362,33898.79064829671,24699.9474110873,,
party,Chennai,199,180193,50148.056214533826,52178.21290589839,29719.566674035625,8385.162844640026,39762.00136089216,,
wedding,Bangalore,364,1215003,369594.54153796646,279767.9435010808,177544.41927888326,202042.17937469145,94833.98739503158,,91219.92891234643
wedding,Chennai,740,3070348,922653.7808982946,722862.6195385852,398624.403541929,399752.673430109,341565.39637890016,,284889.1262121815
birthday,Hyderabad,186,171361,46208.247267670486,44143.20914781601,30979.456715857457,18660.014576607206,31370.072292048855,,
anniversary,Mumbai,67,378011,106709.76054048406,99707.64898941858,85683.78465251645,43434.36795106133,42475.437866519576,,
corporate,Chennai,269,1417933,503100.24979042204,455017.8060194805,,,180372.42087861168,90068.79308057358,189373.7302309121
party,Pune,52,258030,58946.07769626563,75932.6563562418,50664.5885926293,13905.4539245427,58581.22343032053,,
wedding,Kolkata,717,3873195,1125330.909228407,874600.711007656,787887.5321289116,522412.52684175636,363488.45434625715,,199474.8664470124
party,Hyderabad,46,64457,14101.520492929636,20012.88781687091,10111.39600983499,3145.4123088633382,17085.783371501122,,
corporate,Pune,94,2087717,767944.7463607882,556713.4356448347,,,378187.79121291445,275959.78796350927,108911.23881795374
corporate,Ahmedabad,263,1599298,648475.3602895164,461872.1316212812,,,188508.58401818556,126990.00699000763,173451.9170810092
conference,Ahmedabad,103,3674209,1311170.3245094125,991848.2691243972,,,464313.5102049272,642999.7692384422,263877.12692282064
wedding,Delhi,635,3281460,1040082.67365631,887250.5316932873,446283.2848198611,438234.52376405214,248194.9849873125,,221414.00107917705
birthday,Kolkata,127,446343,115154.64858579799,122694.68944088877,47941.655169657686,54185.9600699072,106366.04673374839,,
anniversary,Ahmedabad,110,591874,196500.87729738452,123356.1850322117,117178.9491181375,81592.64953470134,73245.33901756493,,
corporate,Pune,156,1847982,672645.7851368684,493048.3297171748,,,255236.23541612527,210517.1259285528,216534.52380127867
conference,Bangalore,792,4364376,1783846.218532395,1109802.98151498,,,639172.5015151552,612353.8086161459,219200.48982132357
conference,Delhi,616,4550807,1797015.2708433606,1217402.5304076495,,,525094.7303976684,691780.8825413681,319513.58580995386
birthday,Ahmedabad,94,494958,121807.65802991031,139073.54382919834,55929.57317682258,57315.24193907027,120831.9830249985,,
corporate,Mumbai,445,707800,216521.76701509833,236870.16621282452,,,129065.26353494806,41891.663292234996,83451.139944894
